Date          NingDu      ShiCheng    FenKeng
2003-01-01    51.7        14.1        171.0   
2003-01-02    52.4        15.1        169.0   
2003-01-03    59.5        16.6        175.0   
2003-01-04    56.6        13.9        178.0   
2003-01-05    53.0        14.3        176.0   
2003-01-06    52.3        15.7        168.0   
2003-01-07    62.5        21.7        196.0   
2003-01-08    68.1        16.4        229.0   
2003-01-09    62.3        17.5        225.0   
2003-01-10    58.5        15.1        192.0   
2003-01-11    56.5        14.0        193.0   
2003-01-12    54.8        13.1        182.0   
2003-01-13    50.5        13.2        176.0   
2003-01-14    48.7        12.6        168.0   
2003-01-15    40.9        13.2        170.0   
2003-01-16    37.8        16.1        152.0   
2003-01-17    39.9        14.6        147.0   
2003-01-18    44.3        13.5        148.0   
2003-01-19    45.3        12.9        153.0   
2003-01-20    44.4        11.3        144.0   
2003-01-21    43.4        11.9        143.0   
2003-01-22    44.1        11.2        138.0   
2003-01-23    44.4        11.4        140.0   
2003-01-24    43.9        9.9         138.0   
2003-01-25    49.8        13.0        140.0   
2003-01-26    92.6        82.6        325.0   
2003-01-27    89.3        41.2        545.0   
2003-01-28    66.6        25.9        344.0   
2003-01-29    53.8        22.2        252.0   
2003-01-30    49.5        18.1        212.0   
2003-01-31    44.7        18.0        192.0   
2003-02-01    44.0        15.6        176.0   
2003-02-02    43.9        15.2        171.0   
2003-02-03    42.9        15.0        161.0   
2003-02-04    44.6        15.8        159.0   
2003-02-05    42.6        15.2        155.0   
2003-02-06    40.6        13.9        150.0   
2003-02-07    39.5        15.4        144.0   
2003-02-08    39.9        15.7        142.0   
2003-02-09    39.1        15.6        140.0   
2003-02-10    40.2        14.9        138.0   
2003-02-11    37.9        13.8        134.0   
2003-02-12    40.0        17.2        133.0   
2003-02-13    48.4        23.2        147.0   
2003-02-14    74.1        32.4        201.0   
2003-02-15    69.0        29.3        233.0   
2003-02-16    103.0       40.9        264.0   
2003-02-17    83.5        22.6        275.0   
2003-02-18    61.3        20.2        241.0   
2003-02-19    55.2        17.4        206.0   
2003-02-20    52.1        16.1        199.0   
2003-02-21    47.3        16.3        187.0   
2003-02-22    45.4        15.0        178.0   
2003-02-23    41.9        13.0        165.0   
2003-02-24    40.4        13.5        160.0   
2003-02-25    40.3        12.8        157.0   
2003-02-26    38.7        12.0        149.0   
2003-02-27    37.7        13.2        146.0   
2003-02-28    36.4        12.0        145.0   
2003-03-01    37.5        11.6        141.0   
2003-03-02    38.1        11.3        140.0   
2003-03-03    37.9        11.5        140.0   
2003-03-04    54.0        17.7        142.0   
2003-03-05    76.5        27.1        190.0   
2003-03-06    110.0       19.7        229.0   
2003-03-07    83.2        15.4        227.0   
2003-03-08    59.9        13.7        195.0   
2003-03-09    52.7        11.1        159.0   
2003-03-10    49.1        11.4        142.0   
2003-03-11    44.8        10.9        135.0   
2003-03-12    49.0        13.8        140.0   
2003-03-13    59.3        19.6        174.0   
2003-03-14    54.0        13.7        177.0   
2003-03-15    49.2        11.7        154.0   
2003-03-16    48.2        11.2        141.0   
2003-03-17    43.9        9.71        133.0   
2003-03-18    43.6        10.1        129.0   
2003-03-19    64.8        22.7        142.0   
2003-03-20    92.7        27.0        202.0   
2003-03-21    66.5        18.3        241.0   
2003-03-22    51.9        14.4        204.0   
2003-03-23    50.9        16.2        185.0   
2003-03-24    48.3        13.8        175.0   
2003-03-25    42.8        11.6        166.0   
2003-03-26    39.7        10.6        148.0   
2003-03-27    37.6        9.43        139.0   
2003-03-28    38.0        9.34        130.0   
2003-03-29    38.6        9.19        135.0   
2003-03-30    35.7        8.75        133.0   
2003-03-31    35.3        8.73        133.0   
2003-04-01    32.6        9.2         127.0   
2003-04-02    34.8        12.6        127.0   
2003-04-03    45.4        19.5        153.0   
2003-04-04    82.4        36.1        307.0   
2003-04-05    73.8        21.4        371.0   
2003-04-06    50.7        15.2        280.0   
2003-04-07    65.6        24.1        229.0   
2003-04-08    71.8        17.4        247.0   
2003-04-09    83.5        24.2        256.0   
2003-04-10    139.0       23.9        285.0   
2003-04-11    107.0       32.7        415.0   
2003-04-12    98.5        27.6        465.0   
2003-04-13    158.0       114.0       456.0   
2003-04-14    227.0       70.8        761.0   
2003-04-15    125.0       38.8        540.0   
2003-04-16    89.2        27.6        359.0   
2003-04-17    73.6        25.6        288.0   
2003-04-18    67.5        21.9        247.0   
2003-04-19    59.2        21.0        216.0   
2003-04-20    54.7        18.4        193.0   
2003-04-21    52.6        15.9        181.0   
2003-04-22    50.4        14.7        172.0   
2003-04-23    47.9        13.1        157.0   
2003-04-24    43.2        12.8        149.0   
2003-04-25    42.0        16.8        157.0   
2003-04-26    41.8        14.3        175.0   
2003-04-27    40.1        13.1        153.0   
2003-04-28    37.5        11.4        136.0   
2003-04-29    35.9        10.8        129.0   
2003-04-30    41.9        11.9        130.0   
2003-05-01    41.8        11.7        126.0   
2003-05-02    35.7        9.54        122.0   
2003-05-03    35.8        10.0        123.0   
2003-05-04    42.8        13.8        126.0   
2003-05-05    42.3        12.9        140.0   
2003-05-06    37.2        12.0        131.0   
2003-05-07    38.8        14.6        132.0   
2003-05-08    75.9        27.5        169.0   
2003-05-09    51.1        14.7        228.0   
2003-05-10    40.9        12.0        172.0   
2003-05-11    37.4        58.9        158.0   
2003-05-12    35.5        24.3        203.0   
2003-05-13    35.1        15.9        201.0   
2003-05-14    32.7        19.7        178.0   
2003-05-15    43.3        44.2        262.0   
2003-05-16    515.0       318.0       454.0   
2003-05-17    1080.0      169.0       2420.0  
2003-05-18    362.0       73.6        1500.0  
2003-05-19    211.0       44.2        708.0   
2003-05-20    145.0       38.5        480.0   
2003-05-21    120.0       33.0        373.0   
2003-05-22    125.0       45.8        351.0   
2003-05-23    179.0       41.6        382.0   
2003-05-24    162.0       54.2        407.0   
2003-05-25    142.0       37.5        400.0   
2003-05-26    114.0       29.8        346.0   
2003-05-27    96.8        25.2        287.0   
2003-05-28    85.1        22.7        241.0   
2003-05-29    79.9        20.1        224.0   
2003-05-30    75.6        19.2        213.0   
2003-05-31    71.0        18.4        207.0   
2003-06-01    66.0        16.8        189.0   
2003-06-02    60.1        16.1        180.0   
2003-06-03    58.9        18.5        171.0   
2003-06-04    60.0        22.4        183.0   
2003-06-05    60.8        21.0        172.0   
2003-06-06    88.8        50.4        218.0   
2003-06-07    129.0       51.1        362.0   
2003-06-08    98.4        43.7        345.0   
2003-06-09    91.2        46.7        290.0   
2003-06-10    78.4        36.1        266.0   
2003-06-11    111.0       35.3        243.0   
2003-06-12    180.0       45.0        315.0   
2003-06-13    117.0       24.5        360.0   
2003-06-14    129.0       38.0        292.0   
2003-06-15    127.0       32.2        294.0   
2003-06-16    96.1        25.2        278.0   
2003-06-17    80.9        21.6        211.0   
2003-06-18    68.3        16.3        189.0   
2003-06-19    61.1        16.8        166.0   
2003-06-20    67.3        20.5        171.0   
2003-06-21    62.5        28.6        149.0   
2003-06-22    64.8        35.8        155.0   
2003-06-23    68.6        31.8        173.0   
2003-06-24    61.7        23.4        174.0   
2003-06-25    53.9        20.2        163.0   
2003-06-26    49.9        22.1        146.0   
2003-06-27    57.2        23.2        153.0   
2003-06-28    68.7        25.4        164.0   
2003-06-29    86.2        23.0        177.0   
2003-06-30    84.0        17.5        172.0   
2003-07-01    60.2        16.3        162.0   
2003-07-02    52.7        12.9        133.0   
2003-07-03    45.8        13.8        118.0   
2003-07-04    40.4        13.4        110.0   
2003-07-05    36.5        11.2        104.0   
2003-07-06    32.9        12.0        96.5    
2003-07-07    31.1        10.8        90.9    
2003-07-08    29.7        11.6        88.6    
2003-07-09    24.6        11.3        86.0    
2003-07-10    27.6        10.9        78.0    
2003-07-11    23.1        12.3        80.0    
2003-07-12    21.2        10.8        74.9    
2003-07-13    20.2        11.2        69.7    
2003-07-14    18.5        10.2        68.3    
2003-07-15    17.3        9.57        61.5    
2003-07-16    15.8        9.51        59.7    
2003-07-17    16.0        10.2        57.3    
2003-07-18    16.0        7.9         52.8    
2003-07-19    15.1        9.13        55.9    
2003-07-20    14.7        8.33        51.2    
2003-07-21    14.1        8.15        44.3    
2003-07-22    13.7        8.58        49.5    
2003-07-23    13.7        7.76        48.8    
2003-07-24    13.5        6.58        45.2    
2003-07-25    13.6        6.61        47.1    
2003-07-26    13.7        6.56        48.8    
2003-07-27    13.7        6.3         45.4    
2003-07-28    13.1        6.77        42.3    
2003-07-29    12.2        6.9         42.6    
2003-07-30    12.3        5.97        42.1    
2003-07-31    12.3        6.01        43.1    
2003-08-01    12.1        5.85        40.0    
2003-08-02    11.8        5.37        37.7    
2003-08-03    11.7        7.98        37.2    
2003-08-04    11.7        7.14        35.7    
2003-08-05    12.0        6.7         35.7    
2003-08-06    12.6        6.75        42.8    
2003-08-07    12.3        7.0         44.0    
2003-08-08    12.1        6.03        46.3    
2003-08-09    11.6        5.1         43.8    
2003-08-10    11.7        5.84        43.9    
2003-08-11    15.9        4.86        38.3    
2003-08-12    33.5        6.05        37.9    
2003-08-13    80.1        8.77        61.8    
2003-08-14    92.7        11.8        113.0   
2003-08-15    65.8        13.6        161.0   
2003-08-16    105.0       30.6        133.0   
2003-08-17    82.1        18.6        200.0   
2003-08-18    84.2        15.8        184.0   
2003-08-19    62.1        12.5        167.0   
2003-08-20    45.0        13.0        119.0   
2003-08-21    40.3        14.5        100.0   
2003-08-22    40.6        14.6        109.0   
2003-08-23    37.8        11.4        108.0   
2003-08-24    30.8        9.61        87.3    
2003-08-25    26.3        8.82        73.8    
2003-08-26    22.9        6.63        69.5    
2003-08-27    22.5        5.96        61.2    
2003-08-28    19.8        6.15        54.6    
2003-08-29    17.7        5.7         50.0    
2003-08-30    16.6        4.51        42.9    
2003-08-31    15.4        4.53        42.3    
2003-09-01    15.0        4.51        41.3    
2003-09-02    16.0        6.08        42.5    
2003-09-03    16.3        5.22        48.9    
2003-09-04    16.5        4.77        47.0    
2003-09-05    16.1        5.82        43.7    
2003-09-06    15.1        4.57        43.9    
2003-09-07    16.0        5.37        40.1    
2003-09-08    16.1        6.85        40.5    
2003-09-09    14.9        6.58        42.9    
2003-09-10    15.7        5.27        42.4    
2003-09-11    15.8        5.41        41.7    
2003-09-12    14.4        5.82        42.4    
2003-09-13    14.3        5.75        40.1    
2003-09-14    14.8        6.14        36.9    
2003-09-15    22.2        9.81        43.0    
2003-09-16    24.3        7.83        58.1    
2003-09-17    26.9        9.65        65.0    
2003-09-18    24.6        7.84        56.8    
2003-09-19    23.1        7.27        54.0    
2003-09-20    22.1        6.26        50.7    
2003-09-21    23.5        5.95        48.4    
2003-09-22    23.4        6.59        49.7    
2003-09-23    21.4        6.98        49.2    
2003-09-24    21.2        6.47        47.9    
2003-09-25    21.1        6.32        47.3    
2003-09-26    19.0        6.17        45.0    
2003-09-27    17.4        6.1         42.9    
2003-09-28    17.2        4.3         40.6    
2003-09-29    17.2        6.01        41.0    
2003-09-30    16.2        5.33        38.9    
2003-10-01    14.1        5.83        38.8    
2003-10-02    12.4        7.53        37.5    
2003-10-03    11.4        8.0         34.4    
2003-10-04    11.9        9.38        34.2    
2003-10-05    11.8        10.9        34.5    
2003-10-06    12.0        9.98        35.0    
2003-10-07    11.0        8.96        35.3    
2003-10-08    11.2        8.57        37.5    
2003-10-09    11.1        7.74        36.3    
2003-10-10    11.0        6.88        35.3    
2003-10-11    11.6        6.85        35.6    
2003-10-12    10.4        6.76        36.0    
2003-10-13    9.68        6.07        50.1    
2003-10-14    9.94        6.06        47.5    
2003-10-15    10.9        5.73        37.0    
2003-10-16    10.5        5.89        37.5    
2003-10-17    9.55        4.87        34.8    
2003-10-18    9.49        5.72        33.3    
2003-10-19    9.15        4.79        34.8    
2003-10-20    9.88        5.31        31.3    
2003-10-21    10.8        5.85        29.8    
2003-10-22    14.4        4.8         31.1    
2003-10-23    14.7        5.81        33.1    
2003-10-24    14.3        6.07        33.1    
2003-10-25    14.3        4.31        32.0    
2003-10-26    14.8        5.85        32.7    
2003-10-27    10.5        5.76        32.3    
2003-10-28    9.49        5.1         30.3    
2003-10-29    9.12        4.36        28.5    
2003-10-30    9.22        3.86        28.4    
2003-10-31    8.28        4.14        28.5    
2003-11-01    7.97        4.17        27.4    
2003-11-02    8.69        3.59        26.0    
2003-11-03    8.13        3.68        26.8    
2003-11-04    7.69        3.92        26.6    
2003-11-05    7.9         3.56        25.6    
2003-11-06    7.8         3.57        26.1    
2003-11-07    7.59        3.74        25.7    
2003-11-08    7.48        5.47        25.6    
2003-11-09    8.27        6.16        25.7    
2003-11-10    8.32        7.28        29.8    
2003-11-11    8.77        7.56        33.2    
2003-11-12    8.33        6.31        38.8    
2003-11-13    7.97        5.92        31.4    
2003-11-14    7.77        5.72        30.3    
2003-11-15    7.65        5.85        29.7    
2003-11-16    8.17        6.05        30.6    
2003-11-17    7.43        6.25        28.5    
2003-11-18    7.54        4.75        28.5    
2003-11-19    7.48        5.49        28.5    
2003-11-20    7.47        5.97        28.5    
2003-11-21    8.48        5.79        30.7    
2003-11-22    12.3        6.42        32.4    
2003-11-23    12.9        6.12        29.6    
2003-11-24    15.4        5.32        32.1    
2003-11-25    15.4        5.65        34.4    
2003-11-26    10.9        4.81        34.1    
2003-11-27    10.9        4.7         31.5    
2003-11-28    13.0        3.28        30.1    
2003-11-29    12.7        5.38        31.4    
2003-11-30    13.2        5.33        31.3    
2003-12-01    13.3        4.8         31.3    
2003-12-02    8.89        5.57        31.4    
2003-12-03    7.95        5.71        29.6    
2003-12-04    7.07        4.86        28.3    
2003-12-05    6.71        4.95        29.2    
2003-12-06    6.45        4.22        27.4    
2003-12-07    6.78        4.96        26.8    
2003-12-08    6.28        5.26        28.1    
2003-12-09    6.88        4.05        28.3    
2003-12-10    7.19        5.33        27.0    
2003-12-11    8.17        5.72        28.6    
2003-12-12    7.66        5.71        28.8    
2003-12-13    7.42        5.43        27.7    
2003-12-14    7.5         5.52        28.9    
2003-12-15    7.14        5.43        28.8    
2003-12-16    7.05        5.86        28.1    
2003-12-17    6.97        4.71        27.2    
2003-12-18    7.07        5.38        26.1    
2003-12-19    7.59        5.11        26.0    
2003-12-20    7.04        5.08        25.7    
2003-12-21    6.94        4.26        25.2    
2003-12-22    7.05        3.83        24.1    
2003-12-23    6.97        3.41        23.8    
2003-12-24    6.94        4.22        27.6    
2003-12-25    6.94        4.19        24.9    
2003-12-26    7.05        4.97        24.1    
2003-12-27    6.97        2.52        24.0    
2003-12-28    7.55        2.73        23.4    
2003-12-29    7.76        4.18        21.7    
2003-12-30    8.21        3.8         23.4    
2003-12-31    7.6         3.71        22.5    
2004-01-01    7.75        3.52        25.0    
2004-01-02    6.83        2.41        25.2    
2004-01-03    6.55        3.4         25.2    
2004-01-04    6.67        3.44        25.5    
2004-01-05    6.72        2.39        25.8    
2004-01-06    6.55        2.53        26.2    
2004-01-07    6.56        3.7         24.5    
2004-01-08    6.7         4.05        25.6    
2004-01-09    8.36        3.28        25.5    
2004-01-10    9.0         3.92        25.3    
2004-01-11    11.2        4.63        29.2    
2004-01-12    11.1        4.35        33.1    
2004-01-13    11.7        5.01        32.2    
2004-01-14    8.65        3.32        33.3    
2004-01-15    7.59        4.28        35.8    
2004-01-16    14.4        6.65        34.2    
2004-01-17    23.2        7.68        42.3    
2004-01-18    17.9        6.24        53.7    
2004-01-19    14.3        4.03        63.8    
2004-01-20    13.8        5.72        55.2    
2004-01-21    13.8        6.17        46.5    
2004-01-22    11.3        5.81        47.5    
2004-01-23    9.5         4.42        42.5    
2004-01-24    8.84        4.26        37.0    
2004-01-25    8.15        3.32        35.9    
2004-01-26    7.7         3.58        30.5    
2004-01-27    7.67        2.85        32.5    
2004-01-28    8.28        3.63        30.8    
2004-01-29    7.5         4.38        33.0    
2004-01-30    7.65        5.46        34.3    
2004-01-31    8.06        5.04        31.9    
2004-02-01    9.97        5.7         34.0    
2004-02-02    15.2        12.8        36.4    
2004-02-03    25.0        20.6        56.0    
2004-02-04    27.4        10.8        102.0   
2004-02-05    21.3        10.4        106.0   
2004-02-06    15.7        7.06        72.8    
2004-02-07    13.4        6.28        59.4    
2004-02-08    20.6        8.43        63.5    
2004-02-09    28.6        9.9         75.1    
2004-02-10    27.1        7.44        85.0    
2004-02-11    22.3        6.67        76.2    
2004-02-12    16.6        5.8         64.0    
2004-02-13    13.9        5.18        58.7    
2004-02-14    13.2        4.88        48.2    
2004-02-15    10.3        4.69        39.8    
2004-02-16    8.94        4.55        39.2    
2004-02-17    9.31        4.55        34.1    
2004-02-18    10.9        4.3         33.2    
2004-02-19    9.37        3.87        32.8    
2004-02-20    9.53        4.25        34.5    
2004-02-21    9.43        4.67        30.9    
2004-02-22    9.38        4.98        31.7    
2004-02-23    9.01        5.1         29.4    
2004-02-24    11.9        3.64        29.5    
2004-02-25    21.6        6.8         35.9    
2004-02-26    26.4        6.39        46.7    
2004-02-27    19.3        5.72        48.9    
2004-02-28    13.9        4.68        46.1    
2004-02-29    10.3        4.28        39.6    
2004-03-01    12.4        5.44        35.5    
2004-03-02    20.7        10.6        36.5    
2004-03-03    32.9        12.3        55.5    
2004-03-04    30.4        7.47        76.2    
2004-03-05    22.0        5.8         71.5    
2004-03-06    17.5        4.61        58.6    
2004-03-07    12.5        3.93        46.7    
2004-03-08    11.9        3.52        40.0    
2004-03-09    11.9        4.25        33.8    
2004-03-10    11.8        3.86        33.5    
2004-03-11    8.95        1.46        27.8    
2004-03-12    8.77        3.72        26.3    
2004-03-13    8.23        3.57        24.1    
2004-03-14    7.76        4.24        23.7    
2004-03-15    7.58        3.54        22.7    
2004-03-16    6.66        3.5         22.3    
2004-03-17    8.57        3.13        21.9    
2004-03-18    9.78        3.02        23.6    
2004-03-19    34.4        9.23        30.9    
2004-03-20    67.0        8.25        43.0    
2004-03-21    42.6        5.6         83.2    
2004-03-22    31.9        5.05        72.9    
2004-03-23    44.0        11.0        69.1    
2004-03-24    94.4        28.7        122.0   
2004-03-25    154.0       54.0        247.0   
2004-03-26    203.0       58.5        433.0   
2004-03-27    111.0       27.0        397.0   
2004-03-28    74.7        12.8        244.0   
2004-03-29    55.1        12.1        149.0   
2004-03-30    47.6        12.1        113.0   
2004-03-31    46.5        13.9        88.9    
2004-04-01    117.0       60.4        128.0   
2004-04-02    141.0       35.2        255.0   
2004-04-03    82.1        18.5        260.0   
2004-04-04    56.0        12.5        158.0   
2004-04-05    45.6        9.16        107.0   
2004-04-06    42.2        7.57        85.8    
2004-04-07    85.4        31.8        99.6    
2004-04-08    204.0       38.3        165.0   
2004-04-09    103.0       18.3        276.0   
2004-04-10    65.6        13.9        176.0   
2004-04-11    47.9        9.66        121.0   
2004-04-12    101.0       68.3        181.0   
2004-04-13    126.0       32.1        302.0   
2004-04-14    77.5        27.9        272.0   
2004-04-15    81.7        49.0        230.0   
2004-04-16    83.8        24.8        217.0   
2004-04-17    61.8        16.6        208.0   
2004-04-18    81.4        22.7        181.0   
2004-04-19    84.9        18.3        167.0   
2004-04-20    59.2        11.9        155.0   
2004-04-21    47.5        9.12        121.0   
2004-04-22    35.9        7.47        94.8    
2004-04-23    33.0        7.73        86.7    
2004-04-24    109.0       40.6        170.0   
2004-04-25    183.0       31.2        360.0   
2004-04-26    195.0       53.3        368.0   
2004-04-27    258.0       62.5        546.0   
2004-04-28    139.0       21.5        470.0   
2004-04-29    89.6        12.9        276.0   
2004-04-30    74.2        19.7        182.0   
2004-05-01    88.9        26.8        185.0   
2004-05-02    88.4        18.2        203.0   
2004-05-03    69.2        12.9        204.0   
2004-05-04    61.1        9.11        151.0   
2004-05-05    59.6        8.54        118.0   
2004-05-06    50.5        6.73        101.0   
2004-05-07    45.1        9.68        94.2    
2004-05-08    121.0       120.0       277.0   
2004-05-09    153.0       46.1        639.0   
2004-05-10    90.8        21.0        351.0   
2004-05-11    58.5        12.6        235.0   
2004-05-12    51.2        13.2        162.0   
2004-05-13    191.0       23.5        200.0   
2004-05-14    144.0       17.7        329.0   
2004-05-15    96.3        12.1        261.0   
2004-05-16    189.0       55.2        220.0   
2004-05-17    187.0       33.9        385.0   
2004-05-18    127.0       19.5        361.0   
2004-05-19    95.3        12.9        267.0   
2004-05-20    72.3        12.1        204.0   
2004-05-21    53.3        11.1        171.0   
2004-05-22    42.2        9.4         127.0   
2004-05-23    34.7        8.74        113.0   
2004-05-24    28.6        7.81        100.0   
2004-05-25    34.6        8.19        92.6    
2004-05-26    37.9        6.65        87.7    
2004-05-27    34.8        7.19        86.0    
2004-05-28    37.2        20.1        83.6    
2004-05-29    63.0        39.5        106.0   
2004-05-30    68.3        13.8        171.0   
2004-05-31    91.7        19.9        177.0   
2004-06-01    173.0       23.6        206.0   
2004-06-02    107.0       15.4        228.0   
2004-06-03    75.7        10.8        167.0   
2004-06-04    64.6        10.0        125.0   
2004-06-05    85.8        16.3        132.0   
2004-06-06    190.0       54.5        267.0   
2004-06-07    117.0       23.6        314.0   
2004-06-08    84.4        14.0        231.0   
2004-06-09    66.0        10.6        150.0   
2004-06-10    54.2        10.1        116.0   
2004-06-11    46.5        7.82        100.0   
2004-06-12    42.9        7.97        97.3    
2004-06-13    43.7        7.73        85.5    
2004-06-14    41.6        6.09        78.1    
2004-06-15    38.8        5.23        83.3    
2004-06-16    78.8        47.2        98.4    
2004-06-17    258.0       68.1        353.0   
2004-06-18    132.0       19.5        429.0   
2004-06-19    84.1        14.1        248.0   
2004-06-20    80.8        12.9        176.0   
2004-06-21    70.8        12.9        157.0   
2004-06-22    96.7        10.7        133.0   
2004-06-23    265.0       17.0        188.0   
2004-06-24    160.0       19.5        326.0   
2004-06-25    108.0       12.8        240.0   
2004-06-26    84.9        9.32        176.0   
2004-06-27    78.6        8.06        141.0   
2004-06-28    72.8        7.11        120.0   
2004-06-29    61.8        7.31        108.0   
2004-06-30    68.2        11.9        94.7    
2004-07-01    56.5        6.89        101.0   
2004-07-02    44.7        6.16        87.0    
2004-07-03    44.4        4.82        79.7    
2004-07-04    54.6        6.58        73.4    
2004-07-05    57.4        7.72        74.5    
2004-07-06    79.7        9.44        82.5    
2004-07-07    305.0       237.0       1020.0  
2004-07-08    262.0       74.7        1970.0  
2004-07-09    128.0       36.2        551.0   
2004-07-10    91.6        26.3        316.0   
2004-07-11    73.7        19.4        237.0   
2004-07-12    75.4        14.8        190.0   
2004-07-13    97.0        17.4        187.0   
2004-07-14    76.6        15.2        183.0   
2004-07-15    64.7        11.8        150.0   
2004-07-16    57.8        10.6        125.0   
2004-07-17    49.9        8.98        114.0   
2004-07-18    49.2        9.72        104.0   
2004-07-19    45.0        9.53        94.5    
2004-07-20    45.4        9.89        90.5    
2004-07-21    43.0        13.6        91.5    
2004-07-22    40.2        11.1        91.9    
2004-07-23    39.8        9.49        86.9    
2004-07-24    37.0        7.85        80.7    
2004-07-25    34.8        7.88        71.9    
2004-07-26    38.6        8.76        73.6    
2004-07-27    36.2        8.55        79.4    
2004-07-28    33.9        7.49        73.2    
2004-07-29    23.7        7.8         73.4    
2004-07-30    37.4        7.63        70.7    
2004-07-31    43.9        10.8        79.5    
2004-08-01    46.3        9.23        79.0    
2004-08-02    41.6        7.98        72.6    
2004-08-03    43.7        7.92        66.3    
2004-08-04    82.1        10.6        78.4    
2004-08-05    64.8        8.37        106.0   
2004-08-06    54.6        8.4         108.0   
2004-08-07    44.3        6.08        92.1    
2004-08-08    37.8        5.69        78.9    
2004-08-09    33.0        4.94        66.9    
2004-08-10    29.4        6.91        59.6    
2004-08-11    26.4        6.21        60.7    
2004-08-12    27.8        6.42        64.1    
2004-08-13    43.1        5.98        58.2    
2004-08-14    77.4        10.1        68.6    
2004-08-15    107.0       9.32        103.0   
2004-08-16    62.1        7.23        136.0   
2004-08-17    45.5        5.68        90.4    
2004-08-18    37.5        5.08        69.7    
2004-08-19    34.5        4.89        64.2    
2004-08-20    34.0        17.2        60.1    
2004-08-21    35.8        22.6        64.9    
2004-08-22    43.2        11.2        83.8    
2004-08-23    61.2        8.23        80.3    
2004-08-24    46.7        6.66        84.7    
2004-08-25    38.4        6.49        69.5    
2004-08-26    36.3        6.53        66.5    
2004-08-27    36.6        6.33        83.0    
2004-08-28    37.0        7.04        59.9    
2004-08-29    36.9        7.11        52.6    
2004-08-30    31.3        6.64        65.5    
2004-08-31    44.7        8.34        92.6    
2004-09-01    48.7        9.06        85.5    
2004-09-02    64.3        7.07        84.4    
2004-09-03    80.0        6.97        95.1    
2004-09-04    49.7        6.47        112.0   
2004-09-05    55.5        5.83        86.9    
2004-09-06    55.3        6.06        79.4    
2004-09-07    46.7        5.2         74.6    
2004-09-08    49.5        5.63        70.5    
2004-09-09    86.0        4.43        81.8    
2004-09-10    102.0       6.05        100.0   
2004-09-11    77.3        6.8         124.0   
2004-09-12    63.6        6.56        104.0   
2004-09-13    52.3        6.52        84.5    
2004-09-14    46.3        6.47        72.1    
2004-09-15    43.1        5.98        65.9    
2004-09-16    36.0        15.0        62.4    
2004-09-17    34.1        8.43        58.0    
2004-09-18    33.1        7.3         55.2    
2004-09-19    43.3        15.3        66.3    
2004-09-20    67.9        20.2        76.7    
2004-09-21    64.6        8.85        101.0   
2004-09-22    53.1        7.47        98.4    
2004-09-23    45.2        6.98        76.6    
2004-09-24    40.3        6.33        64.3    
2004-09-25    36.7        6.26        62.3    
2004-09-26    27.5        6.31        57.0    
2004-09-27    18.6        6.7         50.7    
2004-09-28    16.1        5.76        40.6    
2004-09-29    15.7        4.86        40.8    
2004-09-30    15.9        5.41        39.3    
2004-10-01    15.6        5.58        39.3    
2004-10-02    15.7        6.24        36.6    
2004-10-03    14.2        5.63        32.0    
2004-10-04    12.5        5.18        31.6    
2004-10-05    17.5        5.59        32.7    
2004-10-06    26.9        5.17        32.3    
2004-10-07    25.8        4.36        44.3    
2004-10-08    27.1        5.53        44.9    
2004-10-09    26.7        5.91        43.2    
2004-10-10    24.4        5.93        44.1    
2004-10-11    24.4        6.58        43.4    
2004-10-12    22.6        5.25        41.7    
2004-10-13    24.6        5.44        40.6    
2004-10-14    24.2        4.96        40.2    
2004-10-15    21.3        4.9         38.1    
2004-10-16    21.8        5.25        37.4    
2004-10-17    17.7        5.34        36.1    
2004-10-18    15.7        6.76        35.4    
2004-10-19    15.6        5.02        31.0    
2004-10-20    18.9        5.42        32.9    
2004-10-21    15.3        5.93        33.4    
2004-10-22    17.4        5.57        32.5    
2004-10-23    16.5        5.96        30.3    
2004-10-24    13.7        5.86        30.2    
2004-10-25    13.6        4.93        32.2    
2004-10-26    15.9        5.86        33.0    
2004-10-27    14.2        6.43        35.8    
2004-10-28    14.3        5.7         32.8    
2004-10-29    16.4        5.69        29.6    
2004-10-30    17.1        6.05        30.4    
2004-10-31    18.4        5.53        31.1    
2004-11-01    19.7        5.32        31.3    
2004-11-02    18.7        5.97        31.9    
2004-11-03    18.8        5.81        32.0    
2004-11-04    18.7        5.28        31.6    
2004-11-05    18.2        5.35        30.9    
2004-11-06    18.6        6.01        29.4    
2004-11-07    19.9        5.37        31.4    
2004-11-08    20.0        4.35        30.1    
2004-11-09    19.4        6.52        31.5    
2004-11-10    21.5        18.0        44.5    
2004-11-11    32.6        18.7        66.4    
2004-11-12    44.3        14.1        96.0    
2004-11-13    20.6        9.56        89.7    
2004-11-14    21.6        8.07        63.1    
2004-11-15    23.0        7.64        49.6    
2004-11-16    24.6        8.33        44.4    
2004-11-17    22.4        7.05        41.6    
2004-11-18    21.0        7.03        40.2    
2004-11-19    21.0        6.9         39.1    
2004-11-20    20.1        6.65        36.2    
2004-11-21    19.3        6.84        35.3    
2004-11-22    20.4        5.88        35.0    
2004-11-23    17.7        6.52        34.4    
2004-11-24    13.0        5.98        34.4    
2004-11-25    12.4        5.5         31.7    
2004-11-26    12.7        6.33        30.9    
2004-11-27    12.0        6.11        28.7    
2004-11-28    12.3        6.12        29.6    
