Date          NingDu      ShiCheng    FenKeng
2007-06-07    194.0       67.4        632.0   
2007-06-08    237.0       175.0       1120.0  
2007-06-09    270.0       86.5        869.0   
2007-06-10    355.0       128.0       1070.0  
2007-06-11    253.0       85.5        1120.0  
2007-06-12    160.0       49.7        655.0   
2007-06-13    124.0       50.7        465.0   
2007-06-14    551.0       133.0       701.0   
2007-06-15    446.0       68.8        1530.0  
2007-06-16    216.0       36.9        716.0   
2007-06-17    155.0       29.2        494.0   
2007-06-18    130.0       32.5        414.0   
2007-06-19    118.0       25.0        362.0   
2007-06-20    107.0       25.4        322.0   
2007-06-21    94.6        23.2        310.0   
2007-06-22    90.5        21.5        280.0   
2007-06-23    81.6        20.8        240.0   
2007-06-24    73.0        19.4        231.0   
2007-06-25    66.9        19.0        232.0   
2007-06-26    105.0       39.7        215.0   
2007-06-27    88.8        19.7        251.0   
2007-06-28    76.7        34.2        208.0   
2007-06-29    85.6        72.8        267.0   
2007-06-30    90.2        23.9        271.0   
2007-07-01    83.6        20.4        190.0   
2007-07-02    74.4        21.2        191.0   
2007-07-03    68.5        18.7        193.0   
2007-07-04    59.8        16.6        159.0   
2007-07-05    54.9        17.2        154.0   
2007-07-06    53.3        15.7        147.0   
2007-07-07    51.9        14.6        132.0   
2007-07-08    44.1        18.6        124.0   
2007-07-09    43.4        16.3        103.0   
2007-07-10    40.0        16.1        96.7    
2007-07-11    37.4        15.8        89.0    
2007-07-12    38.0        13.5        87.0    
2007-07-13    42.9        12.5        86.0    
2007-07-14    44.8        13.6        102.0   
2007-07-15    60.5        19.4        112.0   
2007-07-16    73.4        25.1        134.0   
2007-07-17    56.2        15.5        146.0   
2007-07-18    46.3        13.6        109.0   
2007-07-19    40.7        12.7        82.7    
2007-07-20    36.6        13.7        84.9    
2007-07-21    33.4        11.8        58.8    
2007-07-22    33.2        11.4        64.8    
2007-07-23    31.9        9.64        59.1    
2007-07-24    30.3        10.1        48.6    
2007-07-25    28.5        9.81        47.9    
2007-07-26    28.3        8.92        52.8    
2007-07-27    27.8        8.68        55.6    
2007-07-28    26.6        8.71        43.4    
2007-07-29    21.9        10.6        46.5    
2007-07-30    19.2        9.23        40.5    
2007-07-31    20.4        9.35        41.2    
2007-08-01    19.2        8.38        45.4    
2007-08-02    18.6        9.27        40.3    
2007-08-03    19.8        9.47        36.2    
2007-08-04    56.8        42.8        103.0   
2007-08-05    65.5        24.8        253.0   
2007-08-06    47.5        14.3        187.0   
2007-08-07    32.0        10.7        122.0   
2007-08-08    25.6        10.5        89.1    
2007-08-09    22.3        9.8         99.2    
2007-08-10    22.4        12.2        81.1    
2007-08-11    21.2        10.2        73.6    
2007-08-12    24.9        11.8        69.6    
2007-08-13    25.3        21.2        81.9    
2007-08-14    26.1        16.6        170.0   
2007-08-15    29.0        13.4        224.0   
2007-08-16    126.0       23.5        374.0   
2007-08-17    110.0       13.2        329.0   
2007-08-18    55.8        11.0        212.0   
2007-08-19    40.4        15.9        169.0   
2007-08-20    56.2        43.2        304.0   
2007-08-21    231.0       39.8        644.0   
2007-08-22    158.0       18.0        477.0   
2007-08-23    122.0       15.1        335.0   
2007-08-24    83.7        16.2        253.0   
2007-08-25    77.4        14.3        211.0   
2007-08-26    89.4        13.7        199.0   
2007-08-27    65.9        24.1        209.0   
2007-08-28    52.8        12.3        227.0   
2007-08-29    51.8        13.2        178.0   
2007-08-30    65.2        16.4        166.0   
2007-08-31    74.0        20.1        161.0   
2007-09-01    65.3        15.3        178.0   
2007-09-02    194.0       58.6        198.0   
2007-09-03    202.0       36.3        361.0   
2007-09-04    131.0       22.4        326.0   
2007-09-05    96.0        18.5        254.0   
2007-09-06    78.4        15.5        206.0   
2007-09-07    66.0        14.1        185.0   
2007-09-08    56.5        13.0        149.0   
2007-09-09    57.2        12.1        140.0   
2007-09-10    76.3        12.8        147.0   
2007-09-11    148.0       17.5        187.0   
2007-09-12    121.0       16.4        259.0   
2007-09-13    89.9        12.2        213.0   
2007-09-14    68.7        11.8        165.0   
2007-09-15    58.0        11.5        152.0   
2007-09-16    54.5        11.1        128.0   
2007-09-17    54.6        9.99        116.0   
2007-09-18    52.2        10.2        119.0   
2007-09-19    49.2        10.0        109.0   
2007-09-20    46.4        10.2        125.0   
2007-09-21    44.9        9.67        88.0    
2007-09-22    44.7        9.44        98.7    
2007-09-23    43.7        9.45        96.0    
2007-09-24    42.4        9.83        86.1    
2007-09-25    39.6        10.9        78.9    
2007-09-26    36.7        9.75        83.5    
2007-09-27    36.1        9.25        71.0    
2007-09-28    30.4        9.15        79.7    
2007-09-29    28.7        8.64        70.5    
2007-09-30    23.4        7.56        63.2    
2007-10-01    25.6        7.4         49.6    
2007-10-02    27.3        6.41        49.4    
2007-10-03    27.9        7.28        56.2    
2007-10-04    25.4        6.56        61.4    
2007-10-05    24.1        6.56        57.6    
2007-10-06    24.6        6.62        48.7    
2007-10-07    23.7        7.34        54.4    
2007-10-08    25.9        7.43        58.3    
2007-10-09    28.3        7.43        51.2    
2007-10-10    27.5        7.42        56.4    
2007-10-11    25.0        7.04        72.8    
2007-10-12    26.2        7.39        47.3    
2007-10-13    24.7        7.77        54.2    
2007-10-14    24.8        7.64        52.6    
2007-10-15    25.6        7.88        55.8    
2007-10-16    26.0        9.27        48.3    
2007-10-17    26.0        9.66        55.0    
2007-10-18    26.8        10.5        50.4    
2007-10-19    26.3        8.14        48.6    
2007-10-20    25.0        7.48        62.5    
2007-10-21    24.8        7.42        44.6    
2007-10-22    24.3        7.03        49.6    
2007-10-23    26.4        6.98        48.7    
2007-10-24    25.8        9.16        52.2    
2007-10-25    25.6        7.05        44.7    
2007-10-26    25.1        6.95        52.3    
2007-10-27    25.3        7.22        51.7    
2007-10-28    24.0        7.09        49.8    
2007-10-29    23.2        6.55        54.8    
2007-10-30    24.1        6.31        47.0    
2007-10-31    24.3        6.9         38.7    
2007-11-01    23.7        6.71        48.5    
2007-11-02    23.6        7.69        45.3    
2007-11-03    23.8        7.18        42.0    
2007-11-04    23.0        6.56        45.0    
2007-11-05    22.6        6.45        50.7    
2007-11-06    22.8        6.4         50.7    
2007-11-07    23.2        6.6         49.7    
2007-11-08    23.1        6.59        53.1    
2007-11-09    21.8        6.29        44.3    
2007-11-10    22.9        6.25        39.2    
2007-11-11    22.0        6.25        40.4    
2007-11-12    22.3        6.26        39.6    
2007-11-13    22.4        6.56        36.6    
2007-11-14    21.3        6.53        45.3    
2007-11-15    20.7        6.39        45.5    
2007-11-16    19.3        6.29        35.4    
2007-11-17    19.1        6.25        37.0    
2007-11-18    19.7        6.12        39.1    
2007-11-19    20.3        6.08        32.1    
2007-11-20    20.4        5.93        36.9    
2007-11-21    19.5        6.2         44.6    
2007-11-22    19.6        5.96        33.3    
2007-11-23    19.6        5.92        42.2    
2007-11-24    18.7        5.92        33.2    
2007-11-25    19.8        6.06        40.1    
2007-11-26    18.5        6.25        38.7    
2007-11-27    17.0        6.12        31.6    
2007-11-28    16.4        6.21        32.7    
2007-11-29    16.8        6.25        33.6    
2007-11-30    18.2        6.25        32.0    
2007-12-01    18.5        6.26        35.8    
2007-12-02    16.6        6.56        32.5    
2007-12-03    15.7        6.59        41.8    
2007-12-04    16.2        6.29        34.8    
2007-12-05    16.4        6.26        30.0    
2007-12-06    16.5        6.55        36.2    
2007-12-07    17.0        6.29        31.4    
2007-12-08    17.4        6.27        28.3    
2007-12-09    17.1        6.9         31.7    
2007-12-10    17.0        6.98        34.3    
2007-12-11    16.1        6.98        33.7    
2007-12-12    15.9        6.98        35.9    
2007-12-13    15.6        6.98        30.7    
2007-12-14    15.4        6.97        31.5    
2007-12-15    15.8        6.65        34.3    
2007-12-16    16.4        6.94        30.7    
2007-12-17    17.4        6.97        31.7    
2007-12-18    16.4        6.64        33.0    
2007-12-19    17.3        6.47        28.0    
2007-12-20    19.0        6.6         36.7    
2007-12-21    17.6        6.68        35.6    
2007-12-22    20.1        9.85        41.3    
2007-12-23    27.2        19.3        63.3    
2007-12-24    42.9        14.9        124.0   
2007-12-25    41.2        10.2        135.0   
2007-12-26    28.5        10.2        102.0   
2007-12-27    23.9        10.2        74.1    
2007-12-28    22.1        9.52        56.4    
2007-12-29    21.4        9.41        42.8    
2007-12-30    20.2        8.36        44.9    
2007-12-31    20.2        8.2         60.3    
